N,P,K,temperature,humidity,ph,rainfall,label
86.5,51.0,51.3,24.1,56.9,6.34,75.6,Cotton
88.7,63.7,26.8,13.2,58.4,7.32,97.2,Wheat
25.6,79.8,29.9,22.9,74.5,6.05,71.5,Soybean
98.6,58.4,65.8,23.2,60.0,5.86,97.5,Brinjal
59.3,20.7,18.4,26.5,37.6,6.3,32.1,Pearl Millet
115.5,54.5,60.7,21.0,67.4,6.28,42.5,Tomato
132.1,68.2,119.0,23.1,56.3,6.44,72.5,Potato
23.7,45.0,24.5,27.8,50.7,6.77,81.6,Pigeon Pea
59.0,36.3,24.3,26.0,41.3,6.51,83.5,Sorghum
121.9,67.1,108.5,20.0,65.1,5.06,41.1,Potato
27.6,79.0,17.6,27.8,72.3,6.68,87.6,Soybean
33.2,48.8,16.8,24.9,51.4,6.74,85.6,Groundnut
61.1,28.9,16.1,21.6,50.4,7.45,53.2,Mustard
89.7,53.1,52.1,30.3,77.9,6.17,180.7,Rice
117.1,63.1,113.2,23.1,51.4,5.45,52.8,Potato
68.8,26.5,16.9,16.4,36.6,6.29,57.3,Mustard
16.1,62.7,24.6,15.8,45.6,6.46,35.7,Chickpea
111.8,45.2,105.3,16.0,63.2,6.39,78.8,Potato
102.2,58.0,18.4,25.0,69.5,6.98,60.0,Wheat
24.1,45.3,16.5,24.2,50.1,6.73,41.3,Lentil
23.5,59.1,16.4,17.3,52.6,6.03,50.1,Chickpea
49.6,20.8,10.8,26.5,32.4,6.34,57.3,Pearl Millet
70.3,21.8,14.1,34.3,31.3,6.39,47.5,Pearl Millet
90.8,59.9,19.7,17.9,50.2,6.11,69.6,Wheat
96.2,41.9,24.8,19.3,59.0,6.02,104.7,Maize
91.4,41.7,52.6,22.5,46.3,6.54,90.3,Cotton
95.5,56.9,40.1,25.2,54.3,6.74,42.2,Chili
17.0,48.8,18.9,19.2,44.4,6.37,23.0,Lentil
82.2,59.6,58.2,23.6,65.5,6.75,85.1,Chili
138.5,57.5,95.9,22.6,51.7,5.63,55.0,Potato
202.9,53.1,77.8,21.8,84.2,6.37,150.9,Sugarcane
20.0,43.1,21.8,19.2,54.2,6.6,44.2,Lentil
100.6,49.2,35.4,27.4,59.2,6.23,88.5,Cotton
51.8,51.0,15.5,27.0,45.5,7.29,46.3,Sunflower
27.4,43.1,17.4,22.6,55.1,6.62,85.2,Pigeon Pea
117.2,55.2,47.7,30.7,86.1,5.69,283.9,Rice
116.3,53.1,103.4,17.7,62.7,5.55,74.4,Potato
82.2,26.6,17.1,25.8,41.7,6.72,82.0,Sorghum
73.8,17.7,19.6,28.8,33.5,6.3,44.6,Pearl Millet
104.7,62.2,60.1,25.3,72.8,5.5,64.1,Brinjal
119.4,60.0,57.4,27.6,57.7,6.75,87.8,Chili
23.9,35.6,22.5,29.6,69.1,6.08,68.9,Green Gram
27.4,61.4,19.2,15.9,43.8,6.35,31.6,Chickpea
124.3,57.1,65.9,23.2,61.8,6.48,89.2,Brinjal
34.6,18.6,15.9,33.8,53.2,6.94,62.1,Sesame
53.2,20.6,18.6,28.3,62.5,5.83,52.8,Finger Millet
83.8,40.6,24.6,19.9,60.9,6.35,69.5,Wheat
78.7,33.7,22.9,24.2,52.5,6.31,44.9,Mustard
26.4,56.9,15.5,27.6,68.8,6.55,97.9,Soybean
119.3,44.5,47.8,22.4,64.6,7.41,97.7,Cotton
111.4,45.2,112.2,19.7,63.7,6.37,61.6,Potato
37.6,21.5,12.7,30.9,37.8,5.89,54.1,Sesame
75.1,43.7,24.9,17.2,54.8,6.23,37.6,Mustard
33.3,77.0,26.4,26.5,62.4,6.53,87.8,Soybean
99.0,63.0,57.3,25.5,65.3,6.09,76.8,Tomato
29.8,41.0,21.5,19.4,54.0,6.37,41.3,Chickpea
85.3,29.3,15.8,28.9,50.1,7.35,50.2,Sorghum
23.3,53.2,21.6,17.3,52.3,6.46,47.8,Chickpea
113.5,64.6,96.4,21.2,62.0,6.46,77.5,Potato
97.6,52.2,67.3,19.7,73.5,6.52,75.8,Tomato
54.2,25.0,14.8,29.2,33.9,7.15,47.3,Pearl Millet
114.3,54.7,58.7,23.5,68.0,6.33,76.6,Chili
21.7,54.5,21.8,26.4,63.2,5.53,87.9,Pigeon Pea
17.0,44.9,22.4,22.7,45.0,6.31,49.2,Lentil
18.9,51.9,15.0,23.7,55.6,6.49,86.3,Black Gram
90.5,53.1,68.3,23.0,73.8,5.83,65.7,Brinjal
17.4,49.5,15.7,31.6,53.9,7.32,77.4,Green Gram
117.2,61.9,87.5,21.1,57.9,6.19,41.5,Potato
23.6,54.8,18.2,27.2,47.7,5.94,67.2,Pigeon Pea
97.2,54.6,42.9,21.6,53.3,6.89,43.8,Chili
118.6,65.3,54.0,19.7,56.8,6.58,88.9,Tomato
19.0,50.3,24.2,26.1,58.5,7.05,82.7,Green Gram
115.5,63.9,27.9,22.5,63.1,6.83,54.3,Wheat
27.0,61.0,25.3,26.5,61.5,6.16,89.4,Soybean
25.2,60.1,20.6,22.4,48.2,6.53,52.4,Chickpea
121.8,47.1,58.1,22.1,56.3,6.15,75.0,Brinjal
136.0,63.1,119.8,17.7,67.6,5.9,58.1,Potato
64.1,27.0,18.6,21.1,66.9,6.41,58.4,Finger Millet
30.4,44.8,29.4,26.7,65.6,6.86,71.8,Groundnut
99.3,69.6,57.6,29.5,65.1,6.11,72.5,Brinjal
39.1,59.0,27.6,26.9,51.5,6.57,77.9,Groundnut
68.7,38.1,27.7,22.0,63.6,6.38,69.4,Sunflower
102.9,42.0,50.4,23.9,76.5,5.93,226.1,Rice
113.6,55.6,41.3,23.6,69.1,6.39,66.3,Chili
177.0,46.4,58.3,30.9,65.4,6.71,243.1,Sugarcane
111.4,62.3,29.3,22.2,56.3,7.03,71.9,Wheat
87.2,36.7,49.8,27.7,86.8,5.64,269.3,Rice
16.7,37.1,21.1,22.9,70.1,6.03,60.0,Black Gram
21.2,54.6,18.4,29.0,59.5,6.39,70.5,Black Gram
24.1,45.1,20.9,29.1,66.7,6.18,77.4,Green Gram
71.9,23.5,18.0,31.6,54.1,6.08,84.5,Sorghum
41.8,17.8,15.4,31.5,26.1,7.71,55.3,Pearl Millet
25.0,70.6,27.4,29.5,76.1,6.43,101.7,Soybean
64.1,40.4,15.8,24.1,46.1,6.83,52.3,Sunflower
74.3,53.4,21.4,23.7,61.0,6.79,67.4,Sunflower
69.1,50.9,17.2,20.9,72.0,6.67,64.8,Maize
18.7,44.7,18.1,16.4,39.3,6.11,40.5,Lentil
28.7,18.8,13.3,28.4,54.2,6.7,51.0,Sesame
120.1,62.7,52.2,20.6,72.2,5.91,59.8,Brinjal
34.8,62.7,16.9,26.4,77.2,6.68,84.8,Soybean
52.6,37.6,20.0,18.8,53.5,6.05,53.2,Mustard
116.9,52.5,42.9,24.4,63.1,6.7,83.2,Chili
52.2,29.8,24.3,26.1,49.1,6.61,72.8,Sorghum
36.0,15.7,11.6,29.0,39.6,6.01,69.9,Sesame
18.3,47.8,20.5,25.4,56.3,6.92,105.1,Pigeon Pea
123.2,61.1,54.1,25.0,73.1,6.32,69.9,Brinjal
78.4,44.7,15.4,14.0,43.5,6.28,40.9,Mustard
44.6,24.5,17.5,23.7,51.4,5.88,70.4,Finger Millet
111.0,68.4,106.1,23.7,61.6,6.23,72.5,Potato
64.2,26.5,15.2,27.3,41.7,6.33,43.3,Pearl Millet
32.2,17.9,14.7,31.8,47.7,6.14,66.5,Sesame
103.4,46.0,52.8,28.3,70.0,6.84,67.9,Chili
33.0,63.0,29.8,23.3,70.3,6.79,91.6,Soybean
112.5,56.4,16.9,16.4,68.6,6.34,68.6,Wheat
23.9,50.7,18.0,27.5,54.5,6.67,64.4,Green Gram
21.8,50.0,20.0,30.9,73.7,7.21,75.4,Black Gram
56.9,40.0,22.0,29.0,48.0,7.24,51.7,Sunflower
58.4,30.2,17.2,21.2,36.7,7.11,50.8,Mustard
91.1,48.1,41.9,21.9,64.2,7.71,63.9,Cotton
38.2,51.2,16.2,25.1,53.1,6.63,86.8,Groundnut
46.5,22.1,15.5,30.7,30.3,7.39,30.8,Pearl Millet
103.3,66.1,114.6,21.8,54.8,5.78,47.4,Potato
33.3,25.2,14.8,31.7,36.6,6.78,36.9,Sesame
154.6,63.9,50.7,31.1,72.4,7.01,172.5,Sugarcane
100.9,43.6,40.4,23.5,68.4,7.0,87.3,Chili
53.7,28.8,17.1,19.2,50.7,6.47,32.5,Mustard
129.6,62.5,50.2,24.1,61.7,5.95,88.0,Brinjal
62.5,33.1,17.3,25.1,49.1,6.94,78.1,Sorghum
25.4,36.0,27.7,30.9,61.9,6.57,90.7,Groundnut
21.5,76.3,24.0,29.7,73.4,6.18,93.7,Soybean
124.3,52.7,65.5,25.7,61.0,5.88,68.1,Brinjal
117.0,59.3,53.9,26.7,87.2,6.34,197.9,Rice
17.2,38.9,16.7,29.8,54.6,6.79,63.1,Green Gram
68.6,41.8,20.2,16.9,53.4,6.05,55.7,Mustard
16.3,53.9,23.0,23.8,63.1,6.53,81.6,Black Gram
100.2,46.4,54.9,26.5,60.7,6.67,101.6,Cotton
139.2,57.4,119.8,19.4,54.4,5.76,41.6,Potato
87.9,46.0,52.5,26.9,52.5,6.94,57.1,Chili
111.5,45.5,68.8,26.4,60.2,6.62,86.2,Tomato
44.4,18.7,13.2,33.1,46.9,6.68,55.8,Pearl Millet
33.2,69.7,26.7,24.0,73.6,6.9,89.3,Soybean
82.3,36.7,49.6,25.5,52.4,6.21,96.6,Cotton
82.1,53.5,25.6,23.3,64.3,7.2,67.0,Wheat
23.1,42.1,21.4,17.5,37.2,6.79,23.0,Lentil
79.9,21.8,13.5,29.0,27.9,7.61,42.4,Pearl Millet
58.1,44.4,16.1,27.1,52.9,6.41,40.1,Sunflower
92.8,53.0,56.8,28.0,63.6,6.73,74.7,Tomato
29.9,58.6,26.2,29.8,50.9,6.55,73.3,Groundnut
103.4,44.3,41.8,27.0,64.4,6.17,41.4,Chili
103.7,44.1,20.9,24.6,55.2,6.99,66.3,Wheat
126.4,69.2,57.4,22.9,70.4,5.67,88.3,Brinjal
20.3,19.8,12.0,33.1,51.9,5.89,46.4,Sesame
99.4,44.1,29.2,23.0,63.4,6.69,70.6,Wheat
56.3,30.4,20.2,29.9,60.3,5.67,88.6,Finger Millet
91.7,57.7,24.4,26.6,65.4,6.97,97.9,Maize
88.2,39.8,35.7,26.7,81.3,5.57,266.3,Rice
101.2,63.4,15.6,13.6,59.0,7.4,65.8,Wheat
47.1,23.2,22.4,23.2,57.7,5.29,98.0,Finger Millet
28.7,15.4,13.6,26.3,37.4,5.92,36.9,Sesame
18.0,54.7,17.7,24.0,63.8,6.09,89.1,Black Gram
24.1,61.9,16.7,22.9,67.0,6.76,100.4,Soybean
22.0,57.0,15.3,27.0,72.6,6.99,89.9,Soybean
126.4,62.9,106.2,21.8,53.6,5.88,77.6,Potato
30.8,79.8,17.0,22.4,73.9,6.83,112.3,Soybean
137.6,61.1,83.7,15.2,51.0,5.91,64.6,Potato
19.1,49.7,21.9,23.3,40.0,6.61,37.6,Lentil
27.3,63.6,21.3,29.4,78.2,6.72,114.2,Soybean
111.6,42.9,52.1,28.2,58.2,6.65,85.8,Cotton
24.7,72.1,18.2,25.4,63.8,6.01,118.5,Soybean
56.1,28.6,21.5,20.2,69.0,5.08,57.2,Finger Millet
21.3,35.4,22.2,30.4,58.0,6.67,79.1,Green Gram
26.8,19.9,10.4,31.5,45.7,6.19,66.8,Sesame
54.2,26.7,15.6,27.6,42.4,7.11,53.9,Pearl Millet
114.6,50.0,49.2,22.2,89.4,6.33,181.9,Rice
67.1,35.7,22.7,26.1,48.8,6.41,65.6,Sunflower
53.7,25.3,10.3,31.9,32.9,6.29,48.3,Pearl Millet
91.3,56.4,48.8,28.2,61.3,6.09,71.4,Brinjal
15.2,43.0,24.9,23.0,58.5,6.46,81.2,Green Gram
27.7,53.4,17.1,21.5,51.3,6.96,72.8,Pigeon Pea
98.2,55.7,58.3,26.8,54.9,6.61,88.5,Chili
119.0,44.3,35.5,22.3,45.5,7.98,73.9,Cotton
20.7,52.9,19.8,31.5,54.3,6.11,80.7,Green Gram
38.5,55.4,19.8,31.9,64.2,6.06,51.8,Groundnut
21.0,36.1,23.9,20.3,48.4,6.83,24.5,Lentil
125.9,55.8,105.1,16.1,60.3,6.48,49.4,Potato
18.8,50.2,20.3,29.0,55.2,7.41,66.2,Green Gram
50.3,30.7,16.2,13.3,36.5,6.89,35.7,Mustard
52.5,27.9,11.3,32.1,43.5,7.28,37.6,Pearl Millet
47.5,23.3,12.9,29.2,34.4,7.6,57.2,Pearl Millet
22.1,54.1,17.6,24.8,64.8,6.53,102.1,Pigeon Pea
64.5,52.6,20.4,18.9,59.8,5.81,83.4,Maize
57.1,24.2,10.8,25.9,29.3,7.03,36.4,Pearl Millet
20.6,37.0,24.2,23.4,59.5,6.84,80.6,Black Gram
23.2,43.7,15.7,29.9,62.5,6.15,75.4,Black Gram
69.9,22.2,12.2,34.7,42.9,7.73,42.8,Pearl Millet
21.4,48.9,18.3,27.2,57.9,6.0,97.7,Pigeon Pea
21.0,72.9,22.9,29.2,66.3,6.57,95.0,Soybean
21.5,60.0,22.4,19.3,41.7,6.47,51.0,Chickpea
170.1,45.8,48.3,23.4,75.1,7.27,236.2,Sugarcane
151.2,51.0,60.1,24.7,82.7,7.18,212.6,Sugarcane
29.4,47.8,22.3,24.1,52.1,6.11,80.5,Pigeon Pea
22.8,39.0,16.3,28.8,66.2,7.18,79.6,Black Gram
15.8,46.2,18.3,23.5,72.0,6.78,87.3,Black Gram
61.3,41.0,16.6,24.9,52.6,7.04,72.7,Sunflower
23.1,37.6,22.1,26.4,60.9,6.08,69.5,Black Gram
78.5,26.2,24.0,16.0,45.0,6.63,35.2,Mustard
24.8,36.9,20.9,28.3,60.8,6.99,49.6,Green Gram
32.3,65.9,25.9,24.2,62.0,6.35,90.1,Soybean
17.8,37.1,16.1,24.9,67.3,7.21,86.0,Black Gram
138.1,53.1,96.9,16.0,55.0,6.32,54.4,Potato
118.3,69.6,100.6,21.7,63.7,6.27,48.6,Potato
23.8,48.5,18.4,27.4,66.8,7.33,51.4,Green Gram
24.5,38.9,23.8,22.0,44.1,6.54,45.5,Lentil
40.7,30.5,22.3,28.4,69.4,6.76,53.3,Finger Millet
154.0,48.5,60.8,25.2,80.7,6.24,247.6,Sugarcane
111.6,44.0,49.7,26.1,53.2,6.78,55.0,Chili
15.3,49.5,24.1,30.0,61.7,7.01,84.6,Green Gram
204.9,50.7,51.7,27.5,79.8,6.48,160.5,Sugarcane
103.7,56.5,52.2,21.5,55.6,6.98,71.2,Tomato
219.2,65.8,65.6,28.3,78.0,6.09,171.8,Sugarcane
23.5,41.5,22.0,25.9,61.8,6.92,87.4,Groundnut
31.2,67.7,27.2,25.5,62.5,6.56,117.6,Soybean
24.8,52.5,18.3,20.9,51.9,6.44,20.5,Lentil
211.3,51.8,57.0,31.2,76.6,6.27,216.4,Sugarcane
23.3,44.7,20.4,18.0,38.6,6.09,41.4,Lentil
66.0,26.5,15.1,33.3,50.0,6.16,68.8,Sorghum
20.1,56.1,18.7,22.9,70.7,6.86,106.8,Soybean
123.8,56.4,64.4,19.9,66.2,6.07,57.4,Tomato
107.3,67.4,85.9,20.7,67.8,6.37,71.7,Potato
109.7,58.3,38.3,22.3,55.8,7.23,84.0,Cotton
25.7,78.6,23.8,24.8,72.5,6.91,83.7,Soybean
23.7,44.0,26.3,29.3,61.6,6.53,92.2,Groundnut
86.1,41.1,38.2,23.9,75.7,5.67,284.5,Rice
29.2,43.3,22.7,17.6,53.7,7.08,50.2,Chickpea
85.9,21.7,18.9,26.0,30.4,6.99,70.1,Sorghum
121.6,50.4,53.6,26.7,56.0,6.51,64.1,Tomato
43.8,26.4,16.6,27.0,64.0,5.19,75.3,Finger Millet
23.7,52.9,23.9,27.4,67.9,6.82,52.0,Black Gram
113.8,68.6,60.2,27.8,68.5,6.15,85.9,Brinjal
23.8,49.0,25.4,28.3,58.7,6.39,92.1,Groundnut
17.9,49.7,19.8,18.5,41.4,7.45,45.7,Chickpea
106.9,51.1,28.0,14.3,63.9,7.26,97.2,Wheat
84.9,54.5,20.8,19.3,71.2,6.56,79.4,Maize
94.6,63.6,51.8,24.3,73.3,6.32,50.9,Tomato
52.6,31.6,18.4,25.6,50.1,6.34,52.6,Finger Millet
68.4,36.2,23.4,26.8,70.9,6.82,72.1,Maize
100.2,60.0,62.1,22.7,61.7,6.62,88.9,Tomato
115.7,63.1,102.9,19.4,64.0,5.59,45.0,Potato
17.0,59.2,24.3,24.5,42.4,6.2,40.7,Chickpea
212.3,58.4,54.7,30.7,75.8,7.36,154.0,Sugarcane
22.5,45.1,21.5,27.0,64.8,6.26,61.1,Black Gram
192.6,60.6,60.4,26.4,84.2,7.1,161.1,Sugarcane
26.6,41.9,23.3,19.3,46.9,6.13,33.5,Chickpea
21.6,47.3,23.5,26.8,67.4,6.54,82.1,Green Gram
92.1,57.7,54.2,23.3,63.5,6.28,85.2,Tomato
39.2,35.5,26.1,31.7,67.2,6.17,66.3,Groundnut
97.2,58.9,66.1,19.5,55.7,6.25,89.0,Tomato
52.5,50.5,16.5,28.8,51.1,6.98,59.5,Sunflower
56.4,21.4,22.6,25.8,49.7,5.34,59.2,Finger Millet
28.4,68.3,27.4,29.9,68.2,6.76,75.0,Soybean
110.5,55.8,54.5,26.8,54.2,6.61,71.1,Cotton
84.1,38.8,15.9,28.9,31.8,6.32,51.5,Sorghum
120.0,55.6,59.5,26.9,58.1,6.39,64.4,Chili
108.3,40.9,56.8,29.9,59.4,6.97,67.4,Chili
113.4,46.0,66.9,23.0,74.9,6.74,97.0,Brinjal
52.3,30.6,17.2,23.7,54.8,6.76,97.7,Finger Millet
32.8,58.8,27.6,27.4,62.9,6.18,78.0,Groundnut
86.7,44.2,15.6,21.6,63.3,6.71,92.2,Wheat
61.3,44.7,21.1,26.5,52.1,7.45,77.4,Sunflower
95.2,44.0,59.4,25.2,67.9,6.35,83.0,Chili
57.6,32.6,22.8,18.4,52.8,6.52,41.1,Mustard
81.3,42.7,52.7,26.6,64.9,6.72,73.0,Chili
24.8,25.2,14.9,32.7,54.0,5.67,46.7,Sesame
21.6,58.0,23.9,24.8,60.7,6.54,89.4,Soybean
98.3,47.5,19.3,22.1,59.2,6.24,78.5,Maize
20.2,29.4,15.2,34.8,36.2,6.38,47.2,Sesame
92.3,59.6,22.5,21.5,66.8,6.59,63.9,Maize
23.7,62.4,23.4,25.2,73.5,6.06,76.2,Soybean
81.8,59.1,15.8,21.3,59.5,6.03,67.0,Maize
177.8,69.8,75.9,29.2,75.7,6.69,168.5,Sugarcane
18.8,53.7,19.3,27.4,58.9,6.85,63.8,Green Gram
21.8,36.3,19.0,24.6,45.8,6.29,23.6,Lentil
109.9,56.9,42.2,28.2,65.4,6.35,74.5,Chili
18.7,43.5,18.6,30.0,65.5,6.86,84.1,Black Gram
163.1,50.9,72.8,22.0,73.7,6.03,184.7,Sugarcane
68.8,33.4,15.6,18.4,51.3,6.15,32.1,Mustard
24.7,35.3,19.8,18.3,44.0,6.57,33.1,Lentil
23.2,43.0,16.0,22.6,56.0,6.57,63.5,Black Gram
187.8,49.6,60.4,29.8,74.2,6.22,222.4,Sugarcane
95.1,37.1,50.5,27.6,78.5,6.41,166.7,Rice
77.6,32.1,22.2,17.7,48.1,6.51,39.7,Mustard
15.9,38.7,22.6,15.2,51.3,6.01,39.7,Lentil
109.2,51.2,51.8,25.4,64.1,6.42,73.5,Chili
89.2,33.0,23.0,32.2,44.8,6.08,62.7,Sorghum
62.1,54.2,19.2,25.4,72.0,6.05,92.9,Maize
78.2,51.2,27.3,22.0,47.9,6.04,49.5,Sunflower
68.5,21.4,16.6,29.6,58.4,5.03,62.9,Finger Millet
23.0,21.7,11.8,31.6,38.2,6.86,43.1,Sesame
66.3,27.9,19.7,21.1,61.2,6.56,91.4,Finger Millet
17.2,45.0,23.4,22.0,50.8,6.35,32.1,Lentil
55.4,27.3,21.3,29.5,59.5,5.97,52.5,Finger Millet
65.7,35.3,19.2,20.7,64.7,6.49,62.2,Maize
102.4,46.0,63.6,21.3,69.4,6.71,66.7,Tomato
35.9,21.5,14.5,33.8,52.9,5.86,42.0,Sesame
21.1,44.8,20.2,24.1,51.1,6.1,47.7,Chickpea
23.9,49.8,16.6,21.2,64.6,6.09,71.4,Pigeon Pea
71.4,27.1,18.5,33.3,49.7,6.46,85.7,Sorghum
48.0,33.4,16.0,26.6,67.7,5.3,98.4,Finger Millet
36.1,27.9,13.6,28.2,45.3,5.57,68.1,Sesame
16.9,61.1,18.6,21.6,44.4,6.3,44.1,Chickpea
57.7,37.4,19.6,22.2,41.2,6.96,56.5,Mustard
112.2,54.6,28.0,14.7,52.2,6.4,52.9,Wheat
96.3,49.3,18.9,21.4,59.9,6.12,61.0,Wheat
23.0,54.8,18.5,28.0,68.7,6.25,73.7,Green Gram
125.4,57.8,59.5,19.6,59.4,6.24,61.5,Tomato
105.5,56.2,48.4,27.6,49.7,6.74,67.4,Cotton
46.6,28.7,13.3,28.7,44.0,6.74,58.6,Pearl Millet
15.4,35.5,22.4,25.2,65.9,6.65,63.1,Green Gram
23.0,35.9,24.9,16.3,50.9,6.39,34.8,Lentil
181.5,54.3,61.1,30.2,78.2,6.09,245.8,Sugarcane
18.3,51.1,21.2,22.7,37.1,7.44,55.6,Chickpea
113.2,43.4,47.4,26.0,59.6,6.2,47.0,Chili
18.1,49.0,23.3,29.3,69.8,6.41,80.0,Green Gram
55.4,36.5,24.8,15.8,50.9,6.74,31.2,Mustard
128.7,51.9,111.6,22.7,68.4,5.24,52.2,Potato
21.9,18.4,19.0,34.8,48.0,6.88,57.5,Sesame
105.8,39.4,53.8,31.5,88.3,5.87,152.3,Rice
57.3,34.8,17.4,26.8,62.9,6.09,54.4,Finger Millet
215.9,60.6,50.2,28.5,67.1,7.31,201.7,Sugarcane
19.9,53.5,20.2,26.9,66.6,7.03,54.3,Black Gram
108.5,50.5,44.5,28.5,66.4,6.4,69.4,Chili
16.4,50.0,19.7,29.8,69.9,6.91,77.5,Black Gram
54.9,35.8,23.4,25.4,49.1,7.04,69.6,Sunflower
18.5,42.0,19.7,25.3,57.1,6.22,51.3,Black Gram
94.8,52.3,69.5,24.4,64.4,6.15,94.2,Brinjal
210.0,58.8,46.6,31.7,81.6,6.2,242.2,Sugarcane
120.5,54.1,67.0,27.3,55.5,6.99,75.5,Tomato
75.8,40.6,17.5,22.0,35.3,6.33,32.0,Mustard
99.5,55.2,26.5,14.3,60.1,6.6,57.3,Wheat
51.2,35.9,15.9,24.9,52.9,6.03,55.8,Mustard
29.0,26.4,15.5,31.5,45.3,6.99,36.9,Sesame
74.0,17.9,11.3,34.6,27.7,6.97,47.6,Pearl Millet
102.9,49.3,53.3,25.7,47.7,7.15,64.6,Cotton
18.1,43.4,19.7,23.3,60.1,5.99,66.9,Pigeon Pea
51.7,52.1,29.4,26.9,52.3,7.41,66.5,Sunflower
120.2,56.0,64.6,29.8,59.8,6.62,81.1,Brinjal
77.4,44.5,17.6,14.8,36.6,6.84,30.4,Mustard
75.6,24.0,18.1,29.3,43.7,7.66,47.2,Pearl Millet
138.0,48.7,119.7,20.8,61.3,5.77,40.9,Potato
24.7,44.6,22.3,25.7,53.7,6.66,51.6,Green Gram
115.3,51.5,49.8,24.6,67.3,5.82,65.0,Brinjal
20.3,57.9,16.3,26.7,45.1,6.89,65.6,Pigeon Pea
20.0,43.1,18.3,31.8,64.5,6.35,54.6,Groundnut
62.3,30.9,19.2,26.6,34.3,6.63,77.9,Sorghum
106.4,62.2,103.8,21.7,53.0,6.41,64.8,Potato
126.5,67.1,69.3,25.2,68.7,6.56,46.3,Tomato
87.6,50.2,44.1,27.6,54.8,6.71,68.9,Chili
88.8,64.4,20.1,14.4,65.8,6.99,74.9,Wheat
35.3,59.8,20.2,27.3,53.3,6.2,84.7,Groundnut
27.2,44.9,17.1,21.8,43.1,7.4,23.6,Chickpea
119.3,54.0,49.7,21.3,66.3,6.73,64.1,Tomato
54.6,27.8,16.3,13.5,39.8,6.46,58.8,Mustard
177.6,55.7,65.2,26.1,68.4,6.03,211.0,Sugarcane
15.1,38.4,20.8,22.1,53.3,6.71,40.2,Lentil
82.2,35.5,20.5,25.7,49.2,6.88,79.1,Sorghum
113.8,60.2,50.5,26.5,70.3,5.97,90.1,Brinjal
63.9,25.0,14.2,32.0,35.3,7.01,30.2,Pearl Millet
32.9,15.7,15.4,25.2,50.6,5.99,51.5,Sesame
100.1,36.3,40.6,31.1,74.8,5.64,223.4,Rice
77.8,24.6,16.2,26.7,30.0,7.08,76.6,Sorghum
15.7,45.2,24.7,21.9,36.4,6.19,43.1,Lentil
33.6,20.1,13.8,32.3,53.6,6.44,62.6,Sesame
15.2,49.3,18.5,20.4,36.5,7.19,28.7,Chickpea
26.0,35.0,21.0,29.2,50.8,5.78,92.6,Pigeon Pea
97.8,43.5,52.0,25.4,61.7,6.21,67.1,Cotton
122.6,58.7,66.7,27.6,72.4,5.53,62.2,Brinjal
17.1,48.0,23.7,29.5,67.4,6.8,75.1,Green Gram
30.9,27.5,15.4,30.2,53.1,6.68,66.8,Sesame
40.3,29.7,20.1,24.5,69.2,6.03,93.2,Finger Millet
33.1,60.6,22.2,23.1,67.9,6.18,88.2,Soybean
103.6,41.7,47.5,26.1,81.0,5.94,194.2,Rice
123.8,60.2,60.2,23.0,71.7,5.72,52.7,Brinjal
115.5,60.6,91.6,15.6,51.6,5.19,73.4,Potato
79.9,36.0,21.6,24.5,51.0,6.86,46.0,Sunflower
25.0,44.9,16.8,27.1,71.3,7.17,81.5,Black Gram
80.3,56.9,19.9,24.3,74.9,5.96,73.7,Maize
25.6,39.4,17.5,28.1,63.9,5.7,84.9,Pigeon Pea
66.8,20.4,22.9,25.7,41.9,6.84,71.4,Sorghum
65.4,35.2,25.1,24.2,55.2,6.32,62.1,Sunflower
16.3,48.7,17.1,30.6,51.2,6.32,84.9,Green Gram
88.8,59.7,56.9,20.3,69.0,6.72,44.1,Chili
17.8,47.9,21.9,23.7,41.8,6.77,36.8,Lentil
23.8,43.3,20.4,15.5,35.0,6.24,40.4,Lentil
18.3,40.0,24.2,28.5,60.5,6.09,85.2,Pigeon Pea
52.5,32.8,23.6,21.0,47.3,5.47,93.7,Finger Millet
129.1,68.7,90.1,21.7,51.1,5.95,54.0,Potato
